example_id,label,mean_prob,min_prob
221,hallucinated,0.469970703125,0.0
222,grounded,0.16357421875,0.16357421875
222,hallucinated,0.4423828125,0.0
223,grounded,0.982421875,0.94775390625
223,hallucinated,0.564453125,5.841255187988281e-06
224,grounded,0.673828125,0.0236663818359375
224,hallucinated,0.71875,0.0003123283386230469
225,grounded,0.98486328125,0.9541015625
225,hallucinated,0.7724609375,1.3113021850585938e-06
226,grounded,0.83544921875,0.01345062255859375
226,hallucinated,0.67822265625,6.395578384399414e-05
227,grounded,2.1159648895263672e-05,2.1159648895263672e-05
227,hallucinated,0.074462890625,0.0
228,grounded,0.99609375,0.984375
228,hallucinated,0.61328125,5.960464477539063e-08
229,grounded,0.00232696533203125,0.00232696533203125
229,hallucinated,0.642578125,0.0
230,grounded,5.9604644775390625e-05,5.9604644775390625e-05
230,hallucinated,0.736328125,0.00011557340621948242
231,grounded,0.7373046875,0.04656982421875
231,hallucinated,0.46484375,5.960464477539063e-08
232,grounded,0.681640625,0.045166015625
232,hallucinated,0.3349609375,3.993511199951172e-06
233,grounded,0.9951171875,0.974609375
233,hallucinated,0.227783203125,3.993511199951172e-06
234,grounded,0.5009765625,0.0015134811401367188
234,hallucinated,0.51171875,2.086162567138672e-06
235,grounded,0.0833740234375,0.0833740234375
235,hallucinated,0.51904296875,0.0
236,grounded,2.777576446533203e-05,2.777576446533203e-05
236,hallucinated,0.85009765625,5.960464477539063e-08
237,grounded,0.74951171875,9.5367431640625e-07
237,hallucinated,0.68994140625,5.960464477539063e-08
238,grounded,0.8720703125,0.3603515625
238,hallucinated,0.73779296875,1.7881393432617188e-07
239,grounded,0.74951171875,0.0
239,hallucinated,0.8095703125,9.47713851928711e-06
240,grounded,0.98583984375,0.94384765625
240,hallucinated,0.6142578125,3.5762786865234375e-07
241,grounded,0.49755859375,1.1920928955078125e-07
241,hallucinated,0.74365234375,7.152557373046875e-07
242,grounded,0.6474609375,5.829334259033203e-05
242,hallucinated,0.45068359375,0.0002868175506591797
243,grounded,0.75341796875,0.01357269287109375
243,hallucinated,0.412109375,1.1920928955078125e-07
244,grounded,0.80224609375,0.01226806640625
244,hallucinated,0.41162109375,0.0
245,grounded,0.67578125,0.027313232421875
245,hallucinated,0.440673828125,8.881092071533203e-06
246,grounded,1.0,1.0
246,hallucinated,0.1676025390625,0.0
247,grounded,0.50439453125,0.00865936279296875
247,hallucinated,0.81494140625,0.07025146484375
248,grounded,0.51025390625,0.0204925537109375
248,hallucinated,0.548828125,7.271766662597656e-06
249,grounded,0.80029296875,0.0010528564453125
249,hallucinated,0.5576171875,1.7881393432617188e-07
250,grounded,0.828125,0.828125
250,hallucinated,4.410743713378906e-06,0.0
251,grounded,0.82958984375,0.148193359375
251,hallucinated,0.61767578125,0.0
252,grounded,0.0,0.0
252,hallucinated,0.447998046875,7.987022399902344e-06
253,grounded,0.50341796875,0.007091522216796875
253,hallucinated,0.58349609375,7.748603820800781e-07
254,grounded,0.86669921875,0.2000732421875
254,hallucinated,0.50732421875,0.00015354156494140625
255,grounded,0.673828125,0.0218658447265625
255,hallucinated,0.5732421875,0.0007367134094238281
256,grounded,0.0,0.0
256,hallucinated,0.5087890625,1.1920928955078125e-07
257,grounded,0.75048828125,5.924701690673828e-05
257,hallucinated,0.79736328125,5.960464477539063e-08
258,grounded,0.63037109375,0.00189971923828125
258,hallucinated,0.67578125,6.258487701416016e-06
259,grounded,0.83642578125,0.68359375
259,hallucinated,0.6904296875,0.0
260,grounded,0.80029296875,0.0005321502685546875
260,hallucinated,0.42041015625,0.0
261,grounded,0.830078125,0.31982421875
261,hallucinated,0.59814453125,2.8789043426513672e-05
262,grounded,0.006374359130859375,0.006374359130859375
262,hallucinated,0.86328125,2.2649765014648438e-06
263,grounded,0.494384765625,0.0
263,hallucinated,0.63330078125,1.2516975402832031e-06
264,grounded,0.97216796875,0.91796875
264,hallucinated,0.7314453125,1.9669532775878906e-06
265,grounded,0.74072265625,0.0027103424072265625
265,hallucinated,0.70849609375,0.0009765625
266,grounded,0.890625,0.0255584716796875
266,hallucinated,0.80517578125,0.0
267,grounded,0.0003292560577392578,0.0003292560577392578
267,hallucinated,0.6904296875,0.01125335693359375
268,grounded,5.960464477539063e-08,5.960464477539063e-08
268,hallucinated,0.58203125,0.0
269,grounded,0.84228515625,0.05450439453125
269,hallucinated,0.390625,3.2782554626464844e-06
270,grounded,0.07708740234375,0.07708740234375
270,hallucinated,0.50146484375,2.4437904357910156e-06
271,grounded,0.75390625,0.50830078125
271,hallucinated,0.445068359375,3.039836883544922e-06
272,grounded,6.198883056640625e-06,6.198883056640625e-06
272,hallucinated,0.480712890625,1.0371208190917969e-05
273,grounded,0.80029296875,0.0014972686767578125
273,hallucinated,0.422607421875,4.76837158203125e-07
274,grounded,0.0008945465087890625,0.0008945465087890625
274,hallucinated,0.59716796875,2.4318695068359375e-05
275,grounded,0.82666015625,0.133544921875
275,hallucinated,0.73583984375,1.7881393432617188e-07
276,grounded,0.791015625,0.163818359375
276,hallucinated,0.5810546875,0.0
277,grounded,0.9921875,0.96826171875
277,hallucinated,0.56982421875,5.245208740234375e-05
278,grounded,1.6689300537109375e-06,1.6689300537109375e-06
278,hallucinated,0.712890625,9.5367431640625e-07
279,grounded,0.79833984375,1.4007091522216797e-05
279,hallucinated,0.61865234375,0.0
280,grounded,0.75,0.00016558170318603516
280,hallucinated,0.334716796875,8.344650268554688e-07
281,grounded,0.89892578125,2.7418136596679688e-05
281,hallucinated,0.67822265625,3.409385681152344e-05
282,grounded,0.5,2.9802322387695312e-06
282,hallucinated,0.71435546875,0.0
283,grounded,0.7998046875,1.7881393432617188e-07
283,hallucinated,0.421142578125,0.00168609619140625
284,grounded,0.5205078125,5.960464477539063e-08
284,hallucinated,0.5966796875,1.1920928955078125e-06
285,grounded,0.85400390625,0.5615234375
285,hallucinated,0.62841796875,0.0
286,grounded,0.74853515625,0.0
286,hallucinated,0.62158203125,5.960464477539063e-08
287,grounded,0.08404541015625,0.08404541015625
287,hallucinated,0.447509765625,5.960464477539063e-08
288,grounded,0.6669921875,0.001766204833984375
288,hallucinated,0.4306640625,5.960464477539063e-08
289,grounded,0.64990234375,1.7642974853515625e-05
289,hallucinated,0.7705078125,0.0
290,grounded,0.50146484375,0.0030956268310546875
